,cleaned_tweet,polarity,subjectivity,Sentiment,date,username,Base_tweet,hashtags,nlikes,search
97,flexspace franchisee acquires victoria country club regus lobengula advertising lead internal communications partnership creates jobs,0.0,0.0,Neutral,2021-08-18 12:16:22,Bizcommunity,"#BizDaily: Flex-space franchisee acquires Victoria Country Club Regus @Biz_Property | Lobengula Advertising to lead @StandardBankZA's internal communications @Biz_Marketing | @ClothestoGood,  @hmsouthafrica partnership creates jobs @Biz_Retail  and more |  https://t.co/5h9im1ZMdv  https://t.co/PkZeQrO57V",['bizdaily'],0,"StandardBankZA OR ""Standard Bank"""
98,great advice except,0.8,0.75,Positive,2021-08-18 12:13:50,Bamburi,"@StandardBankZA Great advice, except...  https://t.co/6wSd3uUDoD",[],0,"StandardBankZA OR ""Standard Bank"""
99,music listen call call centre drives bat sht crazy,-0.6,0.9,Negative,2021-08-18 12:09:54,Getupshowup,@Bamburi @uastronomer @StandardBankZA It is the music you have to listen to when you call the call centre that drives me bat sh*t crazy.,[],2,"StandardBankZA OR ""Standard Bank"""
100,call center agent always standard bank gauteng,-0.05,0.05,Negative,2021-08-18 12:08:11,Bhekala1,Call Center Agent Always On - Standard Bank - Gauteng  https://t.co/2HXUw1TqvW #joblinks #jobs,"['joblinks', 'jobs']",0,"StandardBankZA OR ""Standard Bank"""
101,soon activate g chips got free vaccine jokes aside apple pay living future now act together,0.2,0.4625,Positive,2021-08-18 12:02:24,benedictkelly,"@afairweather @Mpieters Just as soon as they activate the 5G chips we got for free with our vaccine.  Jokes aside, Apple Pay is like living in the future. Now if @StandardBankZA could get their act together…",[],1,"StandardBankZA OR ""Standard Bank"""
102,aucor nationwide hosting standard bank vehicle asset finance webcast auction webcast bidding starts monday august prewebcast online bidding available august register amp bid,0.2,0.2,Positive,2021-08-18 12:01:19,AucorAuction,"Aucor Nationwide is hosting a Standard Bank Vehicle Asset Finance Webcast auction! Webcast bidding starts on Monday, 23 August at 10:30 Pre-webcast online bidding is available from 21 August at 09:00. Register &amp; Bid  https://t.co/3vU4hevOho  https://t.co/p1Knf6MXHC",[],0,"StandardBankZA OR ""Standard Bank"""
103,hii admin called emailed days come teams service poor care customer base please channel careless attitude debiting people accounts way save money appaled disappointed,-0.6125,0.8125,Negative,2021-08-18 11:59:33,WizzyMabundox,"@StandardBankZA HIi Admin. I have called, emailed for days. It has come to this. Your Teams Service is poor. You do not care about your customer base. Please channel your careless attitude to debiting people's accounts. That way we can save money. I am appaled and disappointed.",[],0,"StandardBankZA OR ""Standard Bank"""
104,standard bank lese rata fela shame le nou motho haso thole chelete ive sent immediate payment hours yoh,0.0,0.0,Neutral,2021-08-18 11:55:33,tseko_thabang,"Standard bank lese rata fela shame, le nou motho haso thole chelete but I've sent an immediate payment. It's been 2 hours... Yoh",[],0,"StandardBankZA OR ""Standard Bank"""
105,julius malema stated record doesnt know brain eff member know party levy deposited standard bank acc eff brain,0.0,0.0,Neutral,2021-08-18 11:53:46,CYnens,"Julius Malema once stated on record that he doesnt know if Brain is EFF member or not, how do you not know that while there was a party levy of 600k deposited in the standard bank acc of EFF from Brain??",[],28,"StandardBankZA OR ""Standard Bank"""
106,link twitter account ucount rewards program,0.0,0.0,Neutral,2021-08-18 11:48:06,anithamaharaj,@StandardBankZA how do I link my twitter account to my UCount rewards program #ucount,['ucount'],0,"StandardBankZA OR ""Standard Bank"""
107,yes said consultant cant open business account change banking details corprate clients lot paperwork delays receiving payments,0.0,0.5,Neutral,2021-08-18 11:47:46,OUCH_Electrical,"@StandardBankZA Yes it is , like i said to consultant i cant open business account as cannot change banking details with corprate clients ( a lot of paperwork and delays in receiving payments)",[],0,"StandardBankZA OR ""Standard Bank"""
108,banking app,0.0,0.0,Neutral,2021-08-18 11:45:26,Bamburi,@StandardBankZA Banking app,[],0,"StandardBankZA OR ""Standard Bank"""
109,love bank able indulge foods love whilst staying budget im ucount rewards member back rewards points every time swipe participating retailers including contd,0.375,0.45625000000000004,Positive,2021-08-18 11:38:56,heiskabelo_,"What I love most about my bank, @StandardBankZA is that I am able to indulge in the foods that I love whilst staying on budget. Since I’m a UCOUNT Rewards member, I get back 1% in rewards points every time I swipe at participating retailers, including @KFCSA 😋. (cont’d)  https://t.co/4EnxncSyzC",[],13,"StandardBankZA OR ""Standard Bank"""
110,sponsored join us thursday august live webcast standard bank group interim results info amp registration,0.06818181818181818,0.25,Positive,2021-08-18 11:38:27,BusinessLiveSA,SPONSORED | Join us on Thursday August 19 from 10am for a live webcast of Standard Bank Group's interim results. More info &amp; registration here:  https://t.co/gG4uK3cPOu  https://t.co/ZRSxo43rJe,[],0,"StandardBankZA OR ""Standard Bank"""
111,said cant either,0.0,0.0,Neutral,2021-08-18 11:37:38,OUCH_Electrical,@StandardBankZA She said I cant do either.,[],0,"StandardBankZA OR ""Standard Bank"""
112,error message option cant redeem rewards airtime,0.0,0.0,Neutral,2021-08-18 11:31:53,Bamburi,@StandardBankZA There is no error message. There is no option. So I can't redeem my rewards into Airtime...,[],0,"StandardBankZA OR ""Standard Bank"""
113,way reinstalled app morning,0.0,0.0,Neutral,2021-08-18 11:31:03,Bamburi,@StandardBankZA By the way I reinstalled the #UCount app this morning,['ucount'],0,"StandardBankZA OR ""Standard Bank"""
114,ost platform nothing cheque debit card,0.0,0.0,Neutral,2021-08-18 11:29:00,MthunziNzima,@StandardBankZA This is for the OST platform. Nothing to do with a cheque or debit card,[],0,"StandardBankZA OR ""Standard Bank"""
115,kanye said slavery choice,0.0,0.0,Neutral,2021-08-18 11:26:13,PriddyThugly,@thokozanima2 @itumeleng23 @SlwaneToYou @110_percent_ @Blcktyde @StandardBankZA Kanye said slavery was a choice,[],0,"StandardBankZA OR ""Standard Bank"""
116,,0.0,0.0,Neutral,2021-08-18 11:24:33,Bamburi,@StandardBankZA  https://t.co/sJTvEikTI6,[],0,"StandardBankZA OR ""Standard Bank"""
117,airtime option,0.0,0.0,Neutral,2021-08-18 11:24:09,Bamburi,@StandardBankZA Airtime not an option?  https://t.co/FVsTYmezrx,[],0,"StandardBankZA OR ""Standard Bank"""
118,clients pay peronal account indicates reference payment use account pay supplies take care personal expences,0.0,0.3,Neutral,2021-08-18 11:22:57,OUCH_Electrical,@StandardBankZA Clients pay into my peronal account ( which indicates their reference as payment and I use that account to pay my supplies and take care of personal expences),[],0,"StandardBankZA OR ""Standard Bank"""
119,lobengula advertising lead standard bank internal communications,0.0,0.0,Neutral,2021-08-18 11:18:22,DataDotcoaza,Lobengula Advertising to lead Standard Bank's internal communications  https://t.co/iY0i8McNkT,[],0,"StandardBankZA OR ""Standard Bank"""
120,turn blind eyes say dont want nigerians protecting business nigeria shoprite standard bank,-0.25,0.3333333333333333,Negative,2021-08-18 11:16:29,Shiloaad,@MYANC @EFFSouthAfrica We should turn blind eyes when we say we don’t want Nigerians because you are protecting your business in Nigeria your shoprite and Standard bank.,[],0,"StandardBankZA OR ""Standard Bank"""
121,boksburg stb boksburg consultant stated self employed business account payment personal account clients use payments marked salary fixed amount assist,0.06666666666666667,0.36666666666666664,Positive,2021-08-18 11:10:59,OUCH_Electrical,@StandardBankZA K 90 Boksburg the only STB in Boksburg. The consultant stated because self employed with no business account or payment into personal account ( which clients use for payments) marked as salary with fixed amount they cannot assist,[],0,"StandardBankZA OR ""Standard Bank"""
122,dont offer us business loan even proof shows got tender still dont consider disappointed,-0.75,0.75,Negative,2021-08-18 11:08:28,SikoFezekile,So @FNBSA @StandardBankZA @AbsaSouthAfrica @CapitecBankSA @Nedbank  you Don't offer us a business loan even if we do have a proof that shows that I got a tender but still you Don't consider that  Am disappointed,[],0,"StandardBankZA OR ""Standard Bank"""
123,call center agent always standard bank gauteng,-0.05,0.05,Negative,2021-08-18 11:07:09,Bhekala1,Call Center Agent Always On - Standard Bank - Gauteng  https://t.co/10TjrYe5iS #jobs #CV,"['jobs', 'cv']",0,"StandardBankZA OR ""Standard Bank"""
124,woman closed business account fnb opened standard bank,-0.05,0.05,Negative,2021-08-18 11:04:02,Noxza_dube,@FNBSA A woman who closed her Business Account with FNB and opened with Standard Bank. #LoveFNB,['lovefnb'],1,"StandardBankZA OR ""Standard Bank"""
125,brokerage settlement monthly fees,0.0,0.0,Neutral,2021-08-18 10:57:59,MthunziNzima,"@StandardBankZA Brokerage, settlement and monthly fees",[],0,"StandardBankZA OR ""Standard Bank"""
126,brokerage settlement monthly fees,0.0,0.0,Neutral,2021-08-18 10:53:07,MthunziNzima,"@StandardBankZA Brokerage, settlement and monthly fees",[],0,"StandardBankZA OR ""Standard Bank"""
127,kindly note standard bank want make happen,0.3,0.45,Positive,2021-08-18 10:50:02,OUCH_Electrical,@StandardBankZA Kindly note Standard Bank does not want to make it happen,[],0,"StandardBankZA OR ""Standard Bank"""
128,thank will suggest try email address returned undeliverable,0.0,0.0,Neutral,2021-08-18 10:47:44,williewza,@StandardBankZA Thank you. I will suggest they try that again (an email to that address was returned as undeliverable).,[],0,"StandardBankZA OR ""Standard Bank"""
129,please explain cant seem buy airtime rewards banking app,0.0,0.0,Neutral,2021-08-18 10:45:04,Bamburi,@StandardBankZA Can you please explain why I can't seem to buy airtime with my #UCount rewards on the banking app?,['ucount'],0,"StandardBankZA OR ""Standard Bank"""
130,fees high,0.16,0.5399999999999999,Positive,2021-08-18 10:37:57,MthunziNzima,@StandardBankZA Your fees are just too high,[],1,"StandardBankZA OR ""Standard Bank"""
131,self employed thru normal channels apply loan credit card needs done branch unexpected expenditure popped branch,0.125,0.825,Positive,2021-08-18 10:35:42,OUCH_Electrical,@StandardBankZA As self employed I cannot thru normal channels apply for a loan/ credit card needs to be done in branch. An unexpected expenditure popped up and that why at branch,[],0,"StandardBankZA OR ""Standard Bank"""
132,theyre taking forever,0.0,0.0,Neutral,2021-08-18 10:28:42,CHendricks20,@megan_abels @StandardBankZA They’re taking forever 🤦🏽‍♂️,[],0,"StandardBankZA OR ""Standard Bank"""
133,owed standard bank surely debt new owner settle apart rm sale dont surprised learn royal spent rm pay celtic debts,0.12727272727272726,0.4686868686868687,Positive,2021-08-18 10:27:37,oudip,@JLMokwena @mogalejeff owed to standard bank and surely there was more debt which the new owner had to settle apart from R50M sale. Dont be surprised to learn that Royal AM spent over that R50M to pay Celtic debts!!,[],0,"StandardBankZA OR ""Standard Bank"""
134,opened puresave account monday via app easy already mymo savings fixed account opened via app wow standard bank best remind student achiever days,0.32666666666666666,0.4666666666666666,Positive,2021-08-18 10:27:33,Sindy2000p,@StandardBankZA I opened  PureSave account monday via app its so easy  and i already  have mymo savings and fixed account also opened via app💙 wow my standard bank you are the best and you remind me of my Student achiever days💙#SBFAMILY #PureSave #FamilyFuedSa #ItCanBe  #StandardBank  https://t.co/731bCbBHru,"['sbfamily', 'puresave', 'familyfuedsa', 'itcanbe', 'standardbank']",0,"StandardBankZA OR ""Standard Bank"""
135,one sit hr branch see personal banker understand covid banking stand still go lockdown things needs sorting bankers building operational,0.0,0.3,Neutral,2021-08-18 10:27:16,OUCH_Electrical,@StandardBankZA : How is it that one sit 1 hr at a branch to see a personal banker? I understand it Covid but banking does not stand still or also go on lockdown as things needs sorting out. Out of 17 bankers in 1 building only 3 operational?,[],0,"StandardBankZA OR ""Standard Bank"""
136,number ways load money onto paypulse wallet friend visit nearest standard bank branch local woermann brock pick n pay store,0.0,0.0,Neutral,2021-08-18 10:27:04,StandardBankNa,"There are a number of ways to load money onto your PayPulse wallet; a friend can do it,  you can visit the nearest Standard Bank Branch or at your local Woermann Brock/ Pick n Pay Store! #BankSmarter #GoCashless #PayPulseFAQs  https://t.co/c4jG4X9uBT","['banksmarter', 'gocashless', 'paypulsefaqs']",5,"StandardBankZA OR ""Standard Bank"""
137,mobile banking vans available serve people will rob available vans standard bank nedbank absa,0.26666666666666666,0.26666666666666666,Positive,2021-08-18 10:24:09,flawless_bae_ba,Mobile Banking Vans are available at #UmlaziMegaCity to serve you.   People will rob these   Available vans: Standard bank Nedbank Absa  https://t.co/hS7QkwEE65,['umlazimegacity'],3,"StandardBankZA OR ""Standard Bank"""
138,better,0.5,0.5,Positive,2021-08-18 10:20:34,MthunziNzima,@ratecompare @EasyEquities @StandardBankZA  you have to do better,[],0,"StandardBankZA OR ""Standard Bank"""
139,,0.0,0.0,Neutral,2021-08-18 10:13:12,DawnBevAckerman,@StandardBankZA #ItCanBe,['itcanbe'],0,"StandardBankZA OR ""Standard Bank"""
140,light recent events ongoing pandemic standard bank group will providing relief business agriculture clients,0.13333333333333333,0.31666666666666665,Positive,2021-08-18 10:11:52,busrep,"In light of the recent events and ongoing pandemic, Standard Bank Group will be providing relief to their business and agriculture clients. #sponsored  https://t.co/0WgfV8Iyz5",['sponsored'],0,"StandardBankZA OR ""Standard Bank"""
